Taxon_ID,Clean_Scientific_Name,Display_Common_Name,Family,Genus,Kingdom_Group,Public_Display_Group,Friendly_Evidence_Level,Friendly_Evidence_Label,Public_Evidence_Status,Occurrence_Evidence_Score_0_5,Public_Confidence,Beginner_Role_Sentence,Public_Function_Summary,Trophic_Mode,Guild,Growth_Form,Interaction_State,Interaction_Summary,Source_Layers_Present,MyCoPortal_Records,GBIF_BBox_Records,GBIF_Preserved_Specimens,GBIF_Human_Observations,iNaturalist_Checklist_Listed,USDA_Refined_Records,Interaction_Rows,Primary_URL,iNaturalist_Checklist_URL,Citation_Note
taxon-0203,Cercospora althaeina,,Mycosphaerellaceae,Cercospora,True fungi / lichenized fungi,Plant disease / host-associated fungi,Good local candidate,Reported by local/community or candidate sources,GBIF Hays bounding-box specimen candidate; polygon review needed,3,Moderate local evidence,Known or inferred as a host-associated fungus; often best interpreted through its plant host records.,host-associated / possible pathogen,Pathotroph,Plant Pathogen,Microfungus,Has merged interactions / hosts,,"GBIF_bbox, FUNGuild, Interactions",0,2,2,0,,0,2,https://www.gbif.org/occurrence/3965673350,,GBIF bbox first-pass; FUNGuild; Central Texas interactions
taxon-0204,Cercospora beticola,,Mycosphaerellaceae,Cercospora,True fungi / lichenized fungi,Plant disease / host-associated fungi,Good local candidate,Reported by local/community or candidate sources,GBIF Hays bounding-box specimen candidate; polygon review needed,3,Moderate local evidence,Known or inferred as a host-associated fungus; often best interpreted through its plant host records.,host-associated / possible pathogen,Pathotroph,Plant Pathogen,Microfungus,Has merged interactions / hosts,,"GBIF_bbox, FUNGuild, Interactions",0,7,7,0,,0,10,https://www.gbif.org/occurrence/1930776455,,GBIF bbox first-pass; FUNGuild; Central Texas interactions
taxon-0556,Cercospora elongata,,Mycosphaerellaceae,Cercospora,,Plant disease / host-associated fungi,Good local candidate,Reported by local/community or candidate sources,GBIF Hays bounding-box specimen candidate; polygon review needed,3,Moderate local evidence,Known or inferred as a host-associated fungus; often best interpreted through its plant host records.,host-associated / possible pathogen,Pathotroph,Plant Pathogen,Microfungus,No merged interaction record,,"GBIF_bbox, FUNGuild",0,1,1,0,,0,0,https://www.gbif.org/occurrence/1930686416,,GBIF bbox first-pass; FUNGuild
taxon-0745,Cercospora Fresen.,,Mycosphaerellaceae,Cercospora,,Still being studied / unresolved,Good local candidate,Reported by local/community or candidate sources,GBIF Hays bounding-box specimen candidate; polygon review needed,3,Moderate local evidence,The ecological job is not resolved yet in the merged sources.,function not yet resolved,,,,No merged interaction record,,GBIF_bbox,0,60,60,0,,0,0,https://www.gbif.org/occurrence/1927856073,,GBIF bbox first-pass
taxon-0205,Cercospora furfurella,,Mycosphaerellaceae,Cercospora,True fungi / lichenized fungi,Plant disease / host-associated fungi,Good local candidate,Reported by local/community or candidate sources,GBIF Hays bounding-box specimen candidate; polygon review needed,3,Moderate local evidence,Known or inferred as a host-associated fungus; often best interpreted through its plant host records.,host-associated / possible pathogen,Pathotroph,Plant Pathogen,Microfungus,Has merged interactions / hosts,,"GBIF_bbox, FUNGuild, Interactions",0,1,1,0,,0,1,https://www.gbif.org/occurrence/4099642128,,GBIF bbox first-pass; FUNGuild; Central Texas interactions
taxon-0206,Cercospora kaki,,Mycosphaerellaceae,Cercospora,True fungi / lichenized fungi,Plant disease / host-associated fungi,Good local candidate,Reported by local/community or candidate sources,GBIF Hays bounding-box specimen candidate; polygon review needed,3,Moderate local evidence,Known or inferred as a host-associated fungus; often best interpreted through its plant host records.,host-associated / possible pathogen,Pathotroph,Plant Pathogen,Microfungus,Has merged interactions / hosts,,"GBIF_bbox, FUNGuild, Interactions",0,1,1,0,,0,3,https://www.gbif.org/occurrence/3965673395,,GBIF bbox first-pass; FUNGuild; Central Texas interactions
taxon-0207,Cercospora ligustri,,Mycosphaerellaceae,Cercospora,True fungi / lichenized fungi,Plant disease / host-associated fungi,Good local candidate,Reported by local/community or candidate sources,GBIF Hays bounding-box specimen candidate; polygon review needed,3,Moderate local evidence,Known or inferred as a host-associated fungus; often best interpreted through its plant host records.,host-associated / possible pathogen,Pathotroph,Plant Pathogen,Microfungus,Has merged interactions / hosts,,"GBIF_bbox, FUNGuild, Interactions",0,3,3,0,,0,2,https://www.gbif.org/occurrence/3916132521,,GBIF bbox first-pass; FUNGuild; Central Texas interactions
taxon-0208,Cercospora moricola,,Mycosphaerellaceae,Cercospora,True fungi / lichenized fungi,Plant disease / host-associated fungi,Good local candidate,Reported by local/community or candidate sources,GBIF Hays bounding-box specimen candidate; polygon review needed,3,Moderate local evidence,Known or inferred as a host-associated fungus; often best interpreted through its plant host records.,host-associated / possible pathogen,Pathotroph,Plant Pathogen,Microfungus,Has merged interactions / hosts,,"GBIF_bbox, FUNGuild, Interactions",0,4,3,1,,0,12,https://www.gbif.org/occurrence/2273207897,,GBIF bbox first-pass; FUNGuild; Central Texas interactions
taxon-0209,Cercospora nasturtii,,Mycosphaerellaceae,Cercospora,True fungi / lichenized fungi,Plant disease / host-associated fungi,Good local candidate,Reported by local/community or candidate sources,GBIF Hays bounding-box specimen candidate; polygon review needed,3,Moderate local evidence,Known or inferred as a host-associated fungus; often best interpreted through its plant host records.,host-associated / possible pathogen,Pathotroph,Plant Pathogen,Microfungus,Has merged interactions / hosts,,"GBIF_bbox, FUNGuild, Interactions",0,5,5,0,,0,3,https://www.gbif.org/occurrence/1928038996,,GBIF bbox first-pass; FUNGuild; Central Texas interactions
taxon-0210,Cercospora nicotianae,,Mycosphaerellaceae,Cercospora,True fungi / lichenized fungi,Plant disease / host-associated fungi,Good local candidate,Reported by local/community or candidate sources,GBIF Hays bounding-box specimen candidate; polygon review needed,3,Moderate local evidence,Known or inferred as a host-associated fungus; often best interpreted through its plant host records.,host-associated / possible pathogen,Pathotroph,Plant Pathogen,Microfungus,Has merged interactions / hosts,,"GBIF_bbox, FUNGuild, Interactions",0,4,4,0,,0,13,https://www.gbif.org/occurrence/3916128997,,GBIF bbox first-pass; FUNGuild; Central Texas interactions
taxon-0557,Cercospora pulcherrima,,Mycosphaerellaceae,Cercospora,,Plant disease / host-associated fungi,Good local candidate,Reported by local/community or candidate sources,GBIF Hays bounding-box specimen candidate; polygon review needed,3,Moderate local evidence,Known or inferred as a host-associated fungus; often best interpreted through its plant host records.,host-associated / possible pathogen,Pathotroph,Plant Pathogen,Microfungus,No merged interaction record,,"GBIF_bbox, FUNGuild",0,3,3,0,,0,0,https://www.gbif.org/occurrence/1928389310,,GBIF bbox first-pass; FUNGuild
taxon-0211,Cercospora rivinae,,Mycosphaerellaceae,Cercospora,True fungi / lichenized fungi,Plant disease / host-associated fungi,Good local candidate,Reported by local/community or candidate sources,GBIF Hays bounding-box specimen candidate; polygon review needed,3,Moderate local evidence,Known or inferred as a host-associated fungus; often best interpreted through its plant host records.,host-associated / possible pathogen,Pathotroph,Plant Pathogen,Microfungus,Has merged interactions / hosts,,"GBIF_bbox, FUNGuild, Interactions",0,2,2,0,,0,2,https://www.gbif.org/occurrence/4099404590,,GBIF bbox first-pass; FUNGuild; Central Texas interactions
taxon-0212,Cercospora teucrii,,Mycosphaerellaceae,Cercospora,True fungi / lichenized fungi,Plant disease / host-associated fungi,Good local candidate,Reported by local/community or candidate sources,GBIF Hays bounding-box specimen candidate; polygon review needed,3,Moderate local evidence,Known or inferred as a host-associated fungus; often best interpreted through its plant host records.,host-associated / possible pathogen,Pathotroph,Plant Pathogen,Microfungus,Has merged interactions / hosts,,"GBIF_bbox, FUNGuild, Interactions",0,2,2,0,,0,1,https://www.gbif.org/occurrence/1927842612,,GBIF bbox first-pass; FUNGuild; Central Texas interactions
taxon-0213,Cercospora violae,,Mycosphaerellaceae,Cercospora,True fungi / lichenized fungi,Plant disease / host-associated fungi,Good local candidate,Reported by local/community or candidate sources,GBIF Hays bounding-box specimen candidate; polygon review needed,3,Moderate local evidence,Known or inferred as a host-associated fungus; often best interpreted through its plant host records.,host-associated / possible pathogen,Pathotroph,Plant Pathogen,Microfungus,Has merged interactions / hosts,,"GBIF_bbox, FUNGuild, Interactions",0,3,3,0,,0,8,https://www.gbif.org/occurrence/3916128808,,GBIF bbox first-pass; FUNGuild; Central Texas interactions
taxon-0746,Cercosporella,,Mycosphaerellaceae,Cercosporella,,Still being studied / unresolved,Good local candidate,Reported by local/community or candidate sources,GBIF Hays bounding-box specimen candidate; polygon review needed,3,Moderate local evidence,The ecological job is not resolved yet in the merged sources.,function not yet resolved,,,,No merged interaction record,,GBIF_bbox,0,1,1,0,,0,0,https://www.gbif.org/occurrence/1930532532,,GBIF bbox first-pass
taxon-0214,Cercosporella virgaureae,,Mycosphaerellaceae,Cercosporella,True fungi / lichenized fungi,Plant disease / host-associated fungi,Good local candidate,Reported by local/community or candidate sources,GBIF Hays bounding-box specimen candidate; polygon review needed,3,Moderate local evidence,Known or inferred as a host-associated fungus; often best interpreted through its plant host records.,host-associated / possible pathogen,Pathotroph,Plant Pathogen,Microfungus,Has merged interactions / hosts,,"GBIF_bbox, FUNGuild, Interactions",0,1,1,0,,0,2,https://www.gbif.org/occurrence/3965673474,,GBIF bbox first-pass; FUNGuild; Central Texas interactions
taxon-0216,Cerotelium fici,,Phakopsoraceae,Cerotelium,True fungi / lichenized fungi,Plant disease / host-associated fungi,Good local candidate,Reported by local/community or candidate sources,GBIF Hays bounding-box specimen candidate; polygon review needed,3,Moderate local evidence,Known or inferred as a host-associated fungus; often best interpreted through its plant host records.,host-associated / possible pathogen,Pathotroph,Plant Pathogen,Rust,Has merged interactions / hosts,,"GBIF_bbox, FUNGuild, Interactions",0,6,5,1,,0,4,https://www.gbif.org/occurrence/3915309417,,GBIF bbox first-pass; FUNGuild; Central Texas interactions
taxon-0217,Cerrena hydnoides,,Cerrenaceae,Cerrena,True fungi / lichenized fungi,Lichens,Good local candidate,Reported by local/community or candidate sources,GBIF Hays bounding-box specimen candidate; polygon review needed,3,Moderate local evidence,A lichenized fungus: a fungus living with algae or cyanobacteria as a shared body.,wood decomposer; host-associated / possible pathogen,Saprotroph,Wood Saprotroph,Polyporoid,Has merged interactions / hosts,,"GBIF_bbox, FUNGuild, Interactions",0,537,3,534,,0,6,https://www.gbif.org/occurrence/1144806220,,GBIF bbox first-pass; FUNGuild; Central Texas interactions
taxon-0218,Cerrena unicolor,,Cerrenaceae,Cerrena,True fungi / lichenized fungi,Plant disease / host-associated fungi,Good local candidate,Reported by local/community or candidate sources,GBIF Hays bounding-box specimen candidate; polygon review needed,3,Moderate local evidence,Known or inferred as a host-associated fungus; often best interpreted through its plant host records.,host-associated / possible pathogen,Pathotroph,Plant Pathogen,Polyporoid,Has merged interactions / hosts,,"GBIF_bbox, FUNGuild, Interactions",0,1,1,0,,0,1,https://www.gbif.org/occurrence/1931033932,,GBIF bbox first-pass; FUNGuild; Central Texas interactions
taxon-0558,Chrysothrix xanthina,,Chrysotrichaceae,Chrysothrix,,Lichens,Good local candidate,Reported by local/community or candidate sources,GBIF Hays bounding-box specimen candidate; polygon review needed,3,Moderate local evidence,A lichenized fungus: a fungus living with algae or cyanobacteria as a shared body.,lichenized symbiont,Symbiotroph,Lichenized,Thallus,No merged interaction record,,"GBIF_bbox, FUNGuild",0,1,1,0,,0,0,https://www.gbif.org/occurrence/1928312608,,GBIF bbox first-pass; FUNGuild
taxon-0220,Cladosporium arthrinioides,,Cladosporiaceae,Cladosporium,True fungi / lichenized fungi,Plant disease / host-associated fungi,Good local candidate,Reported by local/community or candidate sources,GBIF Hays bounding-box specimen candidate; polygon review needed,3,Moderate local evidence,Known or inferred as a host-associated fungus; often best interpreted through its plant host records.,lichenized symbiont; wood decomposer; host-associated / possible pathogen; endophyte,Pathotroph-Saprotroph-Symbiotroph,Animal Pathogen-Endophyte-Lichen Parasite-Plant Pathogen-|Plant Saprotroph|-Wood Saprotroph,Microfungus,Has merged interactions / hosts,,"GBIF_bbox, FUNGuild, Interactions",0,1,1,0,,0,1,https://www.gbif.org/occurrence/4099152786,,GBIF bbox first-pass; FUNGuild; Central Texas interactions
taxon-0559,Cladosporium fluvum,,Cladosporiaceae,Cladosporium,,Plant disease / host-associated fungi,Good local candidate,Reported by local/community or candidate sources,GBIF Hays bounding-box specimen candidate; polygon review needed,3,Moderate local evidence,Known or inferred as a host-associated fungus; often best interpreted through its plant host records.,lichenized symbiont; wood decomposer; host-associated / possible pathogen; endophyte,Pathotroph-Saprotroph-Symbiotroph,Animal Pathogen-Endophyte-Lichen Parasite-Plant Pathogen-|Plant Saprotroph|-Wood Saprotroph,Microfungus,No merged interaction record,,"GBIF_bbox, FUNGuild",0,1,1,0,,0,0,https://www.gbif.org/occurrence/1929943497,,GBIF bbox first-pass; FUNGuild
taxon-0221,Cladosporium herbarum,,Cladosporiaceae,Cladosporium,True fungi / lichenized fungi,Plant disease / host-associated fungi,Good local candidate,Reported by local/community or candidate sources,GBIF Hays bounding-box specimen candidate; polygon review needed,3,Moderate local evidence,Known or inferred as a host-associated fungus; often best interpreted through its plant host records.,wood decomposer; host-associated / possible pathogen,Pathotroph-Saprotroph,Plant Pathogen-Wood Saprotroph,Microfungus,Has merged interactions / hosts,,"GBIF_bbox, FUNGuild, Interactions",0,2,2,0,,0,1,https://www.gbif.org/occurrence/1929955960,,GBIF bbox first-pass; FUNGuild; Central Texas interactions
taxon-0222,Cladosporium iridis,,Cladosporiaceae,Cladosporium,True fungi / lichenized fungi,Plant disease / host-associated fungi,Good local candidate,Reported by local/community or candidate sources,GBIF Hays bounding-box specimen candidate; polygon review needed,3,Moderate local evidence,Known or inferred as a host-associated fungus; often best interpreted through its plant host records.,lichenized symbiont; wood decomposer; host-associated / possible pathogen; endophyte,Pathotroph-Saprotroph-Symbiotroph,Animal Pathogen-Endophyte-Lichen Parasite-Plant Pathogen-|Plant Saprotroph|-Wood Saprotroph,Microfungus,Has merged interactions / hosts,,"GBIF_bbox, FUNGuild, Interactions",0,7,7,0,,0,3,https://www.gbif.org/occurrence/1990276699,,GBIF bbox first-pass; FUNGuild; Central Texas interactions
